63.0,1516.0,51.066
50.0,1640.0,80.615
87.0,1516.0,16.423
5.0,1442.0,61.462
76.0,1693.0,93.846
10.0,1468.0,122.649
4.0,1693.0,21.385
66.0,1640.0,93.462
51.0,1640.0,182.0
35.0,1640.0,88.692
98.0,1640.0,67.692
47.0,1442.0,130.0
85.0,1640.0,134.846
88.0,1442.0,130.0
54.0,1442.0,156.231
82.0,1693.0,115.154
32.0,1468.0,60.866
71.0,1468.0,4.099
80.0,1442.0,121.231
8.0,1468.0,120.724
41.0,1442.0,28.0
83.0,1516.0,27.98
27.0,1442.0,144.0
51.0,1516.0,77.197
29.0,1516.0,116.099
34.0,1442.0,55.538
78.0,1516.0,33.53
60.0,1516.0,54.417
40.0,1640.0,61.769
52.0,1640.0,117.0
44.0,1640.0,127.308
43.0,1516.0,87.885
15.0,1468.0,102.541
59.0,1516.0,61.183
69.0,1442.0,8.385
67.0,1442.0,118.077
3.0,1640.0,166.154
89.0,1468.0,5.144
93.0,1516.0,18.326
57.0,1640.0,137.692
86.0,1640.0,186.231
8.0,1442.0,126.769
3.0,1468.0,137.388
20.0,1640.0,76.769
43.0,1468.0,34.693
30.0,1442.0,0.0
73.0,1442.0,101.308
38.0,1640.0,65.615
17.0,1516.0,150.361
37.0,1442.0,13.923
18.0,1516.0,143.462
39.0,1640.0,67.231
88.0,1468.0,7.147
67.0,1468.0,3.779
34.0,1468.0,57.025
74.0,1516.0,36.372
58.0,1516.0,55.774
65.0,1442.0,11.538
38.0,1516.0,100.951
10.0,1640.0,135.462
72.0,1640.0,146.154
68.0,1640.0,119.077
26.0,1442.0,66.769
51.0,1442.0,109.154
54.0,1693.0,127.231
98.0,1468.0,11.318
80.0,1516.0,30.656
80.0,1468.0,5.571
30.0,1468.0,58.884
66.0,1693.0,85.385
5.0,1468.0,130.269
3.0,1516.0,190.724
67.0,1693.0,88.308
79.0,1442.0,187.385
91.0,1693.0,49.846
75.0,1693.0,127.846
44.0,1516.0,84.125
75.0,1442.0,183.0
52.0,1516.0,67.834
48.0,1516.0,76.633
56.0,1693.0,65.154
24.0,1442.0,179.462
88.0,1640.0,41.154
91.0,1442.0,126.308
68.0,1468.0,12.042
30.0,1640.0,61.385
82.0,1442.0,159.846
70.0,1442.0,131.462
83.0,1640.0,30.231
71.0,1693.0,87.154
77.0,1516.0,35.054
74.0,1468.0,5.657
91.0,1640.0,97.462
1.0,1640.0,189.462
68.0,1516.0,47.972
40.0,1468.0,38.67
94.0,1640.0,56.154
22.0,1516.0,139.613
19.0,1693.0,127.385
80.0,1693.0,20.0
3.0,1442.0,143.077
93.0,1442.0,73.769
9.0,1640.0,50.615
79.0,1693.0,122.769
24.0,1468.0,77.406
96.0,1693.0,84.154
46.0,1693.0,1.0
38.0,1468.0,42.477
41.0,1468.0,40.333
71.0,1442.0,124.385
38.0,1693.0,191.923
20.0,1442.0,60.462
31.0,1516.0,118.516
38.0,1442.0,26.154
53.0,1640.0,75.0
42.0,1516.0,87.969
4.0,1516.0,185.281
97.0,1516.0,11.852
54.0,1468.0,17.099
62.0,1640.0,61.923
32.0,1693.0,30.077
83.0,1442.0,151.462
2.0,1516.0,193.191
83.0,1468.0,-0.971
43.0,1640.0,29.231
21.0,1442.0,120.846
49.0,1442.0,181.385
87.0,1468.0,2.595
11.0,1640.0,116.615
31.0,1640.0,188.462
60.0,1640.0,128.154
23.0,1442.0,145.385
49.0,1468.0,22.139
31.0,1693.0,41.538
15.0,1442.0,28.846
12.0,1640.0,3.462
5.0,1516.0,181.963
85.0,1442.0,71.0
27.0,1516.0,125.98
4.0,1442.0,144.846
34.0,1516.0,110.126
46.0,1468.0,35.116
9.0,1516.0,169.035
49.0,1640.0,26.308
97.0,1442.0,44.154
94.0,1693.0,173.462
91.0,1516.0,15.36
88.0,1516.0,17.846
95.0,1442.0,99.692
51.0,1468.0,20.81
4.0,1468.0,138.106
19.0,1516.0,142.788
29.0,1693.0,179.846
68.0,1442.0,8.923
6.0,1693.0,183.077
43.0,1693.0,120.769
32.0,1640.0,180.846
75.0,1516.0,31.675
2.0,1442.0,140.846
79.0,1640.0,33.231
11.0,1693.0,71.615
90.0,1640.0,101.769
95.0,1693.0,96.0
5.0,1693.0,167.0
47.0,1693.0,15.231
46.0,1442.0,130.923
6.0,1640.0,36.615
67.0,1516.0,42.342
57.0,1468.0,12.989
29.0,1468.0,67.61
63.0,1693.0,109.077
47.0,1640.0,77.615
25.0,1442.0,177.923
94.0,1442.0,43.077
56.0,1640.0,90.308
46.0,1516.0,77.18
84.0,1640.0,95.462
18.0,1640.0,15.615
73.0,1468.0,8.826
92.0,1640.0,94.077
59.0,1693.0,157.538
70.0,1693.0,191.154
78.0,1693.0,170.231
32.0,1442.0,46.077
9.0,1442.0,147.692
29.0,1442.0,143.308
82.0,1640.0,148.769
69.0,1468.0,5.45
49.0,1516.0,78.896
60.0,1693.0,184.154
35.0,1516.0,110.146
12.0,1468.0,116.252
62.0,1693.0,62.923
65.0,1640.0,80.846
17.0,1442.0,166.308
78.0,1442.0,62.308
13.0,1693.0,44.615
90.0,1442.0,33.077
16.0,1693.0,8.154
94.0,1516.0,15.195
76.0,1640.0,185.923
52.0,1468.0,20.162
76.0,1468.0,7.55
35.0,1442.0,133.615
53.0,1693.0,75.846
96.0,1640.0,152.923
48.0,1468.0,29.72
93.0,1468.0,10.777
7.0,1640.0,7.077
87.0,1693.0,13.154
74.0,1693.0,112.615
35.0,1693.0,135.385
87.0,1442.0,166.846
58.0,1693.0,150.385
56.0,1442.0,181.923
50.0,1468.0,23.902
36.0,1468.0,50.962
81.0,1640.0,68.0
7.0,1693.0,33.846
28.0,1640.0,178.231
99.0,1468.0,14.26
40.0,1693.0,0.231
13.0,1442.0,82.308
18.0,1442.0,113.385
17.0,1693.0,54.231
55.0,1640.0,1.077
64.0,1442.0,160.308
85.0,1516.0,20.953
75.0,1640.0,116.923
55.0,1693.0,42.538
6.0,1442.0,132.846
74.0,1640.0,117.692
85.0,1468.0,-0.077
13.0,1640.0,109.0
10.0,1442.0,57.0
15.0,1516.0,152.532
74.0,1442.0,122.923
1.0,1516.0,200.583
57.0,1442.0,73.769
92.0,1516.0,18.38
96.0,1516.0,16.208
27.0,1640.0,170.0
0.0,1516.0,198.1
52.0,1693.0,68.231
56.0,1468.0,17.915
59.0,1640.0,9.462
4.0,1640.0,17.385
42.0,1693.0,171.462
14.0,1516.0,160.604
50.0,1693.0,158.308
59.0,1442.0,69.231
0.0,1640.0,148.923
60.0,1442.0,65.923
55.0,1442.0,170.615
81.0,1442.0,168.846
57.0,1693.0,5.538
69.0,1693.0,86.923
34.0,1693.0,169.385
17.0,1468.0,94.288
50.0,1442.0,64.846
26.0,1468.0,71.254
23.0,1468.0,83.099
90.0,1468.0,3.386
2.0,1640.0,146.923
28.0,1693.0,142.615
21.0,1516.0,135.814
14.0,1640.0,4.615
39.0,1693.0,180.0
91.0,1468.0,2.072
98.0,1516.0,13.72
89.0,1640.0,15.538
10.0,1693.0,151.462
0.0,1442.0,114.692
87.0,1640.0,181.077
70.0,1516.0,39.607
64.0,1693.0,114.231
20.0,1693.0,144.154
77.0,1468.0,-0.586
75.0,1468.0,-0.769
95.0,1516.0,10.19
0.0,1468.0,150.2
16.0,1468.0,99.192
76.0,1516.0,32.702
66.0,1442.0,77.308
37.0,1516.0,105.558
65.0,1516.0,50.355
73.0,1640.0,158.308
12.0,1516.0,162.623
25.0,1468.0,71.758
58.0,1640.0,12.231
1.0,1693.0,7.154
53.0,1468.0,19.458
1.0,1442.0,39.385
53.0,1516.0,69.196
95.0,1640.0,15.385
37.0,1468.0,48.848
98.0,1693.0,80.385
39.0,1516.0,99.369
30.0,1693.0,118.692
63.0,1468.0,10.769
7.0,1442.0,88.692
13.0,1516.0,162.901
28.0,1468.0,67.48
97.0,1468.0,8.921
57.0,1516.0,57.889
21.0,1640.0,1.615
34.0,1640.0,96.308
77.0,1693.0,154.692
62.0,1516.0,55.858
36.0,1516.0,106.29
76.0,1442.0,7.154
20.0,1468.0,90.444
19.0,1640.0,99.077
95.0,1468.0,8.06
17.0,1640.0,88.462
25.0,1516.0,130.96
88.0,1693.0,144.538
71.0,1640.0,6.154
86.0,1693.0,185.231
8.0,1693.0,29.538
33.0,1442.0,192.0
54.0,1640.0,111.385
21.0,1693.0,150.769
13.0,1468.0,107.371
6.0,1468.0,127.576
16.0,1640.0,104.308
92.0,1468.0,3.302
61.0,1640.0,107.692
66.0,1468.0,10.86
92.0,1442.0,168.385
16.0,1442.0,88.385
80.0,1640.0,70.923
84.0,1468.0,2.304
42.0,1442.0,45.692
55.0,1468.0,23.385
11.0,1468.0,113.378
15.0,1640.0,69.231
27.0,1468.0,67.495
55.0,1516.0,66.093
24.0,1516.0,129.686
2.0,1468.0,148.314
46.0,1640.0,35.462
35.0,1468.0,54.921
81.0,1468.0,4.213
43.0,1442.0,167.538
63.0,1640.0,15.231
97.0,1640.0,79.077
77.0,1442.0,141.462
93.0,1693.0,155.0
33.0,1693.0,175.923
26.0,1516.0,127.758
44.0,1468.0,38.189
89.0,1693.0,40.462
65.0,1468.0,6.685
61.0,1442.0,21.0
23.0,1516.0,130.637
93.0,1640.0,175.385
81.0,1516.0,23.206
72.0,1516.0,36.84
19.0,1468.0,93.814
99.0,1640.0,18.385
77.0,1640.0,121.308
48.0,1640.0,0.154
40.0,1442.0,142.538
0.0,1693.0,149.615
28.0,1442.0,107.077
42.0,1468.0,41.841
53.0,1442.0,166.462
47.0,1516.0,78.894
6.0,1516.0,180.669
59.0,1468.0,19.072
99.0,1693.0,91.231
73.0,1693.0,191.923
33.0,1640.0,176.846
31.0,1442.0,38.385
61.0,1516.0,50.875
21.0,1468.0,87.118
26.0,1693.0,100.077
33.0,1468.0,51.673
